Gf_GL_post_date,Gf_Date,Gf_Amount,Gf_Gift_ID,Gf_Apls_1_01_Appeal_ID,Gf_Apls_1_01_Description,Gf_Apls_1_01_Ap_Appeal_category,Gf_Cmps_1_01_Campaign_ID,Gf_Cmps_1_01_Description,Gf_Pks_1_01_Package_ID,Gf_Pks_1_01_Description,Gf_Fnds_1_01_Fund_ID,Gf_Fnds_1_01_Description,Gf_CnBio_ID,Gf_CnBio_Age,Gf_CnAdrPrf_State,Gf_CnCnstncy_1_01_CodeShort,Gf_CnCnstncy_1_01_CodeLong,Gf_CnCnstncy_1_02_CodeShort,Gf_CnCnstncy_1_02_CodeLong
2/7/14,2/7/14,20,91968,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,RB304,2013 December DM Renewal - Group  RB304,801-9437,Direct Mail Renewal,104663,,IL,DON,Donor,,
12/31/13,1/28/14,25,91550,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB304,2013 December DM Renewal - Group  RB304,801-9437,Direct Mail Renewal,57412,,IL,DON,Donor,,
12/31/13,1/28/14,25,91553,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB304,2013 December DM Renewal - Group  RB304,801-9437,Direct Mail Renewal,100724,,NC,DON,Donor,,
12/31/13,1/28/14,25,91554,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB304,2013 December DM Renewal - Group  RB304,801-9437,Direct Mail Renewal,100725,,MI,DON,Donor,,
12/31/13,1/28/14,35,91563,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB304,2013 December DM Renewal - Group  RB304,801-9437,Direct Mail Renewal,100874,,TN,DON,Donor,,
12/31/13,1/28/14,35,91566,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB304,2013 December DM Renewal - Group  RB304,801-9437,Direct Mail Renewal,105971,,TX,DON,Donor,,
12/31/13,1/28/14,35,91568,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB304,2013 December DM Renewal - Group  RB304,801-9437,Direct Mail Renewal,108252,,TX,DON,Donor,,
7/28/14,7/28/14,75,95368,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,RB304,2013 December DM Renewal - Group  RB304,801-9437,Direct Mail Renewal,108695,,NY,DON,Donor,,
12/31/13,1/28/14,25,91537,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB304,2013 December DM Renewal - Group  RB304,801-9437,Direct Mail Renewal,98988,,MO,DON,Donor,,
3/26/14,3/28/14,40,92976,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,RB304,2013 December DM Renewal - Group  RB304,801-9437,Direct Mail Renewal,102905,,MT,DON,Donor,,
3/26/14,3/28/14,35,92978,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,RB304,2013 December DM Renewal - Group  RB304,801-9437,Direct Mail Renewal,108085,,MI,DON,Donor,,
4/3/14,4/4/14,25,93101,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,RB304,2013 December DM Renewal - Group  RB304,801-9437,Direct Mail Renewal,108265,,FL,DON,Donor,,
4/3/14,4/4/14,25,93102,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,RB304,2013 December DM Renewal - Group  RB304,801-9437,Direct Mail Renewal,52400,,IL,DON,Donor,,
4/3/14,4/4/14,50,93103,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,RB304,2013 December DM Renewal - Group  RB304,801-9437,Direct Mail Renewal,105675,,MD,DON,Donor,,
4/3/14,4/4/14,105,93104,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,RB304,2013 December DM Renewal - Group  RB304,801-9437,Direct Mail Renewal,798,,WA,DON,Donor,,
12/31/13,1/10/14,40,91031,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB304,2013 December DM Renewal - Group  RB304,801-9437,Direct Mail Renewal,69725,,NJ,DON,Donor,,
12/31/13,1/10/14,50,91036,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB304,2013 December DM Renewal - Group  RB304,801-9437,Direct Mail Renewal,104041,,VA,DON,Donor,,
12/31/13,1/10/14,55,91061,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB304,2013 December DM Renewal - Group  RB304,801-9437,Direct Mail Renewal,27907,,VA,DON,Donor,,
3/20/14,3/24/14,30,92922,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,RB304,2013 December DM Renewal - Group  RB304,801-9437,Direct Mail Renewal,103313,,RI,DON,Donor,,
3/26/14,3/28/14,40,92975,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,RB304,2013 December DM Renewal - Group  RB304,801-9437,Direct Mail Renewal,108458,,LA,DON,Donor,,
12/31/13,1/10/14,25,91008,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB304,2013 December DM Renewal - Group  RB304,801-9437,Direct Mail Renewal,108349,,NY,DON,Donor,,
12/31/13,1/10/14,25,91015,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB304,2013 December DM Renewal - Group  RB304,801-9437,Direct Mail Renewal,101386,,MD,DON,Donor,,
12/31/13,1/10/14,25,91016,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB304,2013 December DM Renewal - Group  RB304,801-9437,Direct Mail Renewal,73278,,NJ,DON,Donor,,
12/31/13,1/10/14,25,91021,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB304,2013 December DM Renewal - Group  RB304,801-9437,Direct Mail Renewal,106539,,NY,DON,Donor,,
12/31/13,1/10/14,30,91024,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB304,2013 December DM Renewal - Group  RB304,801-9437,Direct Mail Renewal,110407,,DC,DON,Donor,,
12/31/13,1/10/14,30,91025,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB304,2013 December DM Renewal - Group  RB304,801-9437,Direct Mail Renewal,25798,,DC,DON,Donor,,
12/31/13,1/10/14,50,90970,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB304,2013 December DM Renewal - Group  RB304,801-9437,Direct Mail Renewal,109757,,PA,DON,Donor,,
12/31/13,1/10/14,40,90979,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB304,2013 December DM Renewal - Group  RB304,801-9437,Direct Mail Renewal,108679,,NC,DON,Donor,,
12/31/13,1/10/14,60,90981,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB304,2013 December DM Renewal - Group  RB304,801-9437,Direct Mail Renewal,CW15993,,SC,DON,Donor,,
12/31/13,1/15/14,50,90988,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB304,2013 December DM Renewal - Group  RB304,801-9437,Direct Mail Renewal,105027,,NY,DON,Donor,,
12/31/13,1/10/14,20,91005,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB304,2013 December DM Renewal - Group  RB304,801-9437,Direct Mail Renewal,89677,,NY,DON,Donor,,
12/31/13,1/10/14,25,91006,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB304,2013 December DM Renewal - Group  RB304,801-9437,Direct Mail Renewal,108450,,MD,DON,Donor,,
12/31/13,1/10/14,25,90943,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB304,2013 December DM Renewal - Group  RB304,801-9437,Direct Mail Renewal,102697,,OH,DON,Donor,,
12/31/13,1/10/14,30,90945,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB304,2013 December DM Renewal - Group  RB304,801-9437,Direct Mail Renewal,22776,,NY,DON,Donor,,
12/31/13,1/10/14,30,90947,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB304,2013 December DM Renewal - Group  RB304,801-9437,Direct Mail Renewal,105604,,MI,DON,Donor,,
12/31/13,1/10/14,35,90948,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB304,2013 December DM Renewal - Group  RB304,801-9437,Direct Mail Renewal,101341,,VA,DON,Donor,,
12/31/13,1/10/14,35,90953,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB304,2013 December DM Renewal - Group  RB304,801-9437,Direct Mail Renewal,103288,,MS,DON,Donor,,
12/31/13,1/10/14,45,90955,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB304,2013 December DM Renewal - Group  RB304,801-9437,Direct Mail Renewal,18006,,NY,DON,Donor,,
12/31/13,1/10/14,25,90925,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB304,2013 December DM Renewal - Group  RB304,801-9437,Direct Mail Renewal,103825,,CA,DON,Donor,,
12/31/13,1/10/14,25,90926,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB304,2013 December DM Renewal - Group  RB304,801-9437,Direct Mail Renewal,108042,,NY,DON,Donor,,
12/31/13,1/10/14,25,90930,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB304,2013 December DM Renewal - Group  RB304,801-9437,Direct Mail Renewal,101355,,IL,DON,Donor,,
12/31/13,1/10/14,25,90931,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB304,2013 December DM Renewal - Group  RB304,801-9437,Direct Mail Renewal,106820,,IL,DON,Donor,,
12/31/13,1/10/14,25,90937,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB304,2013 December DM Renewal - Group  RB304,801-9437,Direct Mail Renewal,101967,,NC,DON,Donor,,
12/31/13,1/10/14,25,90939,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB304,2013 December DM Renewal - Group  RB304,801-9437,Direct Mail Renewal,106628,,NY,DON,Donor,,
12/31/13,1/17/14,75,90879,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB304,2013 December DM Renewal - Group  RB304,801-9437,Direct Mail Renewal,66846,,MI,DON,Donor,,
12/31/13,1/17/14,100,90882,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB304,2013 December DM Renewal - Group  RB304,801-9437,Direct Mail Renewal,106600,,PA,DON,Donor,,
12/31/13,1/17/14,100,90883,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB304,2013 December DM Renewal - Group  RB304,801-9437,Direct Mail Renewal,67712,,NY,DON,Donor,,
12/31/13,1/17/14,45,90887,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB304,2013 December DM Renewal - Group  RB304,801-9437,Direct Mail Renewal,108155,,NC,DON,Donor,,
12/31/13,1/10/14,15,90906,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB304,2013 December DM Renewal - Group  RB304,801-9437,Direct Mail Renewal,101329,,VA,DON,Donor,,
12/31/13,1/10/14,25,90922,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB304,2013 December DM Renewal - Group  RB304,801-9437,Direct Mail Renewal,108385,,GA,DON,Donor,,
12/31/13,1/24/14,35,90817,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB304,2013 December DM Renewal - Group  RB304,801-9437,Direct Mail Renewal,103203,,CA,DON,Donor,,
12/31/13,1/24/14,50,90818,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB304,2013 December DM Renewal - Group  RB304,801-9437,Direct Mail Renewal,58295,,NY,DON,Donor,,
12/31/13,1/17/14,25,90848,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB304,2013 December DM Renewal - Group  RB304,801-9437,Direct Mail Renewal,68796,,PA,DON,Donor,,
12/31/13,1/17/14,25,90852,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB304,2013 December DM Renewal - Group  RB304,801-9437,Direct Mail Renewal,106424,,PA,DON,Donor,,
12/31/13,1/17/14,35,90865,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB304,2013 December DM Renewal - Group  RB304,801-9437,Direct Mail Renewal,109197,,NY,DON,Donor,,
12/31/13,1/17/14,35,90866,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB304,2013 December DM Renewal - Group  RB304,801-9437,Direct Mail Renewal,101916,,DC,DON,Donor,,
12/31/13,1/24/14,50,90798,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB304,2013 December DM Renewal - Group  RB304,801-9437,Direct Mail Renewal,106727,,LA,DON,Donor,,
12/31/13,1/24/14,50,90799,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB304,2013 December DM Renewal - Group  RB304,801-9437,Direct Mail Renewal,104575,,TN,DON,Donor,,
12/31/13,1/24/14,100,90805,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB304,2013 December DM Renewal - Group  RB304,801-9437,Direct Mail Renewal,103175,,CA,DON,Donor,,
12/31/13,1/24/14,40,90809,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB304,2013 December DM Renewal - Group  RB304,801-9437,Direct Mail Renewal,14052,,CT,DON,Donor,,
12/31/13,1/24/14,25,90814,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB304,2013 December DM Renewal - Group  RB304,801-9437,Direct Mail Renewal,108734,,CA,DON,Donor,,
12/31/13,1/24/14,30,90816,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB304,2013 December DM Renewal - Group  RB304,801-9437,Direct Mail Renewal,98097,,TN,DON,Donor,,
12/31/13,1/17/14,35,90756,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB304,2013 December DM Renewal - Group  RB304,801-9437,Direct Mail Renewal,98478,,WA,DON,Donor,,
12/31/13,1/17/14,50,90760,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB304,2013 December DM Renewal - Group  RB304,801-9437,Direct Mail Renewal,99644,,NY,DON,Donor,,
12/31/13,1/24/14,25,90781,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB304,2013 December DM Renewal - Group  RB304,801-9437,Direct Mail Renewal,108158,,LA,DON,Donor,,
12/31/13,1/24/14,30,90790,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB304,2013 December DM Renewal - Group  RB304,801-9437,Direct Mail Renewal,110316,,VA,DON,Donor,,
12/31/13,1/24/14,35,90793,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB304,2013 December DM Renewal - Group  RB304,801-9437,Direct Mail Renewal,52840,,IL,DON,Donor,,
12/31/13,1/24/14,50,90794,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB304,2013 December DM Renewal - Group  RB304,801-9437,Direct Mail Renewal,101767,,MI,DON,Donor,,
12/31/13,1/17/14,100,90767,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB305,2013 December DM Renewal - Group  RB305,801-9437,Direct Mail Renewal,107212,,MA,DON,Donor,,
12/31/13,1/24/14,100,90804,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB305,2013 December DM Renewal - Group  RB305,801-9437,Direct Mail Renewal,109990,,TX,DON,Donor,,
12/31/13,1/17/14,100,90880,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB305,2013 December DM Renewal - Group  RB305,801-9437,Direct Mail Renewal,109564,,NJ,DON,Donor,,
12/31/13,1/17/14,200,90884,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB305,2013 December DM Renewal - Group  RB305,801-9437,Direct Mail Renewal,38570,,CA,DON,Donor,,
12/31/13,1/10/14,100,90975,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB305,2013 December DM Renewal - Group  RB305,801-9437,Direct Mail Renewal,14593,,CT,DON,Donor,OnlDon,Online Donor
12/31/13,1/10/14,100,90976,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB305,2013 December DM Renewal - Group  RB305,801-9437,Direct Mail Renewal,CW16794,,TN,DON,Donor,,
12/31/13,1/10/14,200,91057,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB305,2013 December DM Renewal - Group  RB305,801-9437,Direct Mail Renewal,25932,,DC,DON,Donor,,
12/31/13,1/10/14,400,91065,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB305,2013 December DM Renewal - Group  RB305,801-9437,Direct Mail Renewal,63377,,IL,DON,Donor,,
12/31/13,1/10/14,600,91067,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB305,2013 December DM Renewal - Group  RB305,801-9437,Direct Mail Renewal,98768,,AZ,DON,Donor,,
12/31/13,1/10/14,1000,91068,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB305,2013 December DM Renewal - Group  RB305,801-9437,Direct Mail Renewal,108997,,CA,DON,Donor,,
12/31/13,1/28/14,50,91574,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB305,2013 December DM Renewal - Group  RB305,801-9437,Direct Mail Renewal,110055,,NC,DON,Donor,,
12/31/13,1/30/14,200,91604,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB305,2013 December DM Renewal - Group  RB305,801-9437,Direct Mail Renewal,34058,,IL,DON,Donor,,
12/31/13,1/15/14,350,90994,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB305,2013 December DM Renewal - Group  RB305,801-9437,Direct Mail Renewal,CW22199,,PA,DON,Donor,,
12/31/13,1/10/14,100,91042,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB305,2013 December DM Renewal - Group  RB305,801-9437,Direct Mail Renewal,13179,,MA,DON,Donor,,
12/31/13,1/10/14,100,91043,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB305,2013 December DM Renewal - Group  RB305,801-9437,Direct Mail Renewal,111110,,CA,DON,Donor,,
12/31/13,1/10/14,100,91045,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB305,2013 December DM Renewal - Group  RB305,801-9437,Direct Mail Renewal,97780,,MD,DON,Donor,,
12/31/13,1/10/14,100,91049,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB305,2013 December DM Renewal - Group  RB305,801-9437,Direct Mail Renewal,102545,,IL,DON,Donor,,
12/31/13,1/10/14,100,91053,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB305,2013 December DM Renewal - Group  RB305,801-9437,Direct Mail Renewal,101286,,PA,DON,Donor,,
12/31/13,1/17/14,50,90762,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB306,2013 December DM Renewal - Group  RB306,801-9437,Direct Mail Renewal,101054,,MD,DON,Donor,,
12/31/13,12/31/13,200,90885,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB306,2013 December DM Renewal - Group  RB306,801-9437,Direct Mail Renewal,85117,,MI,DON,Donor,,
12/31/13,1/17/14,300,90891,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB306,2013 December DM Renewal - Group  RB306,801-9437,Direct Mail Renewal,103415,,FL,DON,Donor,,
12/31/13,1/10/14,50,90959,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB306,2013 December DM Renewal - Group  RB306,801-9437,Direct Mail Renewal,61180,,NC,DON,Donor,,
12/31/13,1/15/14,100,90991,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB306,2013 December DM Renewal - Group  RB306,801-9437,Direct Mail Renewal,25695,,DC,DON,Donor,,
12/31/13,1/15/14,100,90993,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB306,2013 December DM Renewal - Group  RB306,801-9437,Direct Mail Renewal,101348,,CA,DON,Donor,,
12/31/13,1/10/14,200,91059,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB306,2013 December DM Renewal - Group  RB306,801-9437,Direct Mail Renewal,CW22491,,NY,DON,Donor,,
12/31/13,1/10/14,300,91064,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB306,2013 December DM Renewal - Group  RB306,801-9437,Direct Mail Renewal,49106,,NJ,DON,Donor,,
5/12/14,5/19/14,150,94277,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,RB306,2013 December DM Renewal - Group  RB306,801-9437,Direct Mail Renewal,30327,,PA,DON,Donor,,
2/25/14,2/25/14,200,92342,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,RB306,2013 December DM Renewal - Group  RB306,801-9437,Direct Mail Renewal,108724,,VA,DON,Donor,,
12/31/13,1/10/14,100,91046,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB306,2013 December DM Renewal - Group  RB306,801-9437,Direct Mail Renewal,25519,,DC,DON,Donor,,
12/31/13,1/10/14,100,91048,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB306,2013 December DM Renewal - Group  RB306,801-9437,Direct Mail Renewal,107302,,LA,DON,Donor,,
12/31/13,1/10/14,100,91051,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB306,2013 December DM Renewal - Group  RB306,801-9437,Direct Mail Renewal,109831,,NJ,OnlDon,Online Donor,,
12/31/13,1/10/14,100,91054,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB306,2013 December DM Renewal - Group  RB306,801-9437,Direct Mail Renewal,37995,,CA,DON,Donor,,
12/31/13,1/10/14,120,91056,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB306,2013 December DM Renewal - Group  RB306,801-9437,Direct Mail Renewal,88941,,PA,DON,Donor,,
12/31/13,1/10/14,200,91058,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB306,2013 December DM Renewal - Group  RB306,801-9437,Direct Mail Renewal,6870,,MA,DON,Donor,,
8/27/14,8/28/14,500,95938,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,RB307,2013 December DM Renewal - Group  RB307,801-9437,Direct Mail Renewal,812,,CA,DON,Donor,,
12/31/13,1/10/14,500,91066,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB308,2013 December DM Renewal - Group  RB308,801-9437,Direct Mail Renewal,19585,,NY,DON,Donor,,
12/31/13,1/17/14,1000,90892,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB309,2013 December DM Renewal - Group  RB309,801-9437,Direct Mail Renewal,7866,,IL,DON,Donor,,
12/31/13,1/10/14,1500,90983,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB310,2013 December DM Renewal - Group  RB310,801-9437,Direct Mail Renewal,73516,,IL,DON,Donor,,
12/31/13,1/10/14,1200,91069,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB310,2013 December DM Renewal - Group  RB310,801-9437,Direct Mail Renewal,3697,,NJ,DON,Donor,,
5/12/14,5/19/14,5,94273,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,RB314,2013 December DM Renewal - Group  RB314,801-9437,Direct Mail Renewal,108325,,NJ,DON,Donor,,
12/31/13,1/24/14,15,90812,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB314,2013 December DM Renewal - Group  RB314,801-9437,Direct Mail Renewal,105924,,OR,DON,Donor,,
12/31/13,1/17/14,10,90827,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB314,2013 December DM Renewal - Group  RB314,801-9437,Direct Mail Renewal,101323,,GA,DON,Donor,,
12/31/13,1/17/14,25,90854,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB314,2013 December DM Renewal - Group  RB314,801-9437,Direct Mail Renewal,107239,,TN,DON,Donor,,
12/31/13,1/10/14,10,90897,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB314,2013 December DM Renewal - Group  RB314,801-9437,Direct Mail Renewal,107371,,NY,DON,Donor,,
12/31/13,1/10/14,10,90902,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB314,2013 December DM Renewal - Group  RB314,801-9437,Direct Mail Renewal,107468,,AL,DON,Donor,,
8/7/14,8/8/14,5,95550,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,RB314,2013 December DM Renewal - Group  RB314,801-9437,Direct Mail Renewal,32911,,MT,DON,Donor,,
8/11/14,8/15/14,15,95752,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,RB314,2013 December DM Renewal - Group  RB314,801-9437,Direct Mail Renewal,107914,,OH,DON,Donor,,
11/6/14,11/7/14,15,97640,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,RB314,2013 December DM Renewal - Group  RB314,801-9437,Direct Mail Renewal,98706,,SC,DON,Donor,,
12/31/13,1/10/14,15,90905,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB314,2013 December DM Renewal - Group  RB314,801-9437,Direct Mail Renewal,106345,,FL,DON,Donor,,
12/31/13,1/10/14,25,90932,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB314,2013 December DM Renewal - Group  RB314,801-9437,Direct Mail Renewal,106963,,CA,DON,Donor,,
12/31/13,1/10/14,25,90942,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB314,2013 December DM Renewal - Group  RB314,801-9437,Direct Mail Renewal,105954,,IN,DON,Donor,,
2/7/14,2/7/14,25,91971,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,RB314,2013 December DM Renewal - Group  RB314,801-9437,Direct Mail Renewal,51608,,IL,DON,Donor,,
3/4/14,3/6/14,10,92505,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,RB314,2013 December DM Renewal - Group  RB314,801-9437,Direct Mail Renewal,105823,,OH,DON,Donor,,
8/5/14,8/7/14,10,95541,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,RB314,2013 December DM Renewal - Group  RB314,801-9437,Direct Mail Renewal,105202,,VA,DON,Donor,,
3/26/14,3/28/14,10,92977,4002,Individual Contributions,Contributions,14 ANN FUND,2014 Annual Fund,RB315,2013 December DM Renewal - Group  RB315,801-9437,Direct Mail Renewal,CW14530,,NJ,DON,Donor,,
12/31/13,1/17/14,15,90722,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB315,2013 December DM Renewal - Group  RB315,801-9437,Direct Mail Renewal,104985,,LA,DON,Donor,,
12/31/13,1/24/14,25,90776,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB315,2013 December DM Renewal - Group  RB315,801-9437,Direct Mail Renewal,105118,,NY,DON,Donor,,
12/31/13,1/17/14,5,90820,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB315,2013 December DM Renewal - Group  RB315,801-9437,Direct Mail Renewal,72286,,MI,DON,Donor,,
12/31/13,1/17/14,20,90836,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB315,2013 December DM Renewal - Group  RB315,801-9437,Direct Mail Renewal,44781,,NY,DON,Donor,,
12/31/13,1/17/14,20,90846,4002,Individual Contributions,Contributions,13 ANN FUND,2013 Annual Fund,RB315,2013 December DM Renewal - Group  RB315,801-9437,Direct Mail Renewal,104993,,MD,DON,Donor,,
